source,traduction
"<h5>Message Example</h5>

<pre>&lt;h3&gt;Order Overdue&lt;/h3&gt;

&lt;p&gt;Transaction {{ doc.name }} has exceeded Due Date. Please take necessary action.&lt;/p&gt;

&lt;!-- show last comment --&gt;
{% if comments %}
Last comment: {{ comments[-1].comment }} by {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;Details&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;Customer: {{ doc.customer }}
&lt;li&gt;Amount: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>",
<h5>Unmarked Employees</h5>,<h5>Employés non marqués</h5>
<hr>,
"<label class=""control-label"" style=""margin-bottom: 0px;"">Account Number Settings</label>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Amount In Words</label>",
<li>Item {0} in row(s) {1} billed more than {2}</li>,
"<li>Packed Item {0}: Required {1}, Available {2}</li>",
<li>Payment document required for row(s): {0}</li>,
<li>{}</li>,
"<p><strong>Condition Examples:</strong></p>
<pre><code class=""language-python"">doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</code></pre>
",
<p>Cannot overbill for the following Items:</p>,
<p>Following {0}s doesn't belong to Company {1} :</p>,
"<p>In your <b>Email Template</b>, you can use the following special variables:
</p>
<ul>
        <li>
            <code>{{ update_password_link }}</code>: A link where your supplier can set a new password to log into your portal.
        </li>
        <li>
            <code>{{ portal_link }}</code>: A link to this RFQ in your supplier portal.
        </li>
        <li>
            <code>{{ supplier_name }}</code>: The company name of your supplier.
        </li>
        <li>
            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: The contact person of your supplier.
        </li><li>
            <code>{{ user_fullname }}</code>: Your full name.
        </li>
    </ul>
<p></p>
<p>Apart from these, you can access all values in this RFQ, like <code>{{ message_for_supplier }}</code> or <code>{{ terms }}</code>.</p>",
"<p>Multiple webforms can be created for a single doctype. Add filters specific to this webform to display correct record after submission.</p><p>For Example:</p>
<p>If you create a separate webform every year to capture feedback from employees add a 
 field named year in doctype and add a filter <b>year = 2023</b></p>
",
<p>Please correct the following row(s):</p><ul>,
<p>Posting Date {0} cannot be before Purchase Order date for the following:</p><ul>,
"<p>Price List Rate has not been set as editable in Selling Settings. In this scenario, setting <strong>Update Price List Based On</strong> to <strong>Price List Rate</strong> will prevent auto-updation of Item Price.</p>Are you sure you want to continue?",
"<p>Set context before rendering a template. Example:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>",
"<p>To allow over-billing, please set allowance in Accounts Settings.</p>",
"<p>To interact with above HTML you will have to use `root_element` as a parent selector.</p><p>For example:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// here root_element is provided by default
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""New content"";
</code></pre>",
"<p>Your OTP secret on {0} has been reset. If you did not perform this reset and did not request it, please contact your System Administrator immediately.</p>",
"<pre><code>doc.grand_total &gt; 0</code></pre>

<p>Conditions should be written in simple Python. Please use properties available in the form only.</p>
<p>Allowed functions:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>Example: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>",
"<pre><h5>Message Example</h5>

&lt;p&gt; Thank You for being a part of {{ doc.company }}! We hope you are enjoying the service.&lt;/p&gt;

&lt;p&gt; Please find enclosed the E Bill statement. The outstanding amount is {{ doc.grand_total }}.&lt;/p&gt;

&lt;p&gt; We don't want you to be spending time running around in order to pay for your Bill.<br>After all, life is beautiful and the time you have in hand should be spent to enjoy it!<br>So here are our little ways to help you get more time for life! &lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; click here to pay &lt;/a&gt;

</pre>
",
"<pre><h5>Message Example</h5>

&lt;p&gt;Dear {{ doc.contact_person }},&lt;/p&gt;

&lt;p&gt;Requesting payment for {{ doc.doctype }}, {{ doc.name }} for {{ doc.grand_total }}.&lt;/p&gt;

&lt;a href=""{{ payment_url }}""&gt; click here to pay &lt;/a&gt;

</pre>
",
<strong>Grand Total:</strong> {0},
<strong>Outstanding Amount:</strong> {0},
<strong>Warning:</strong> This field is system generated and may be overwritten by a future update. Modify it using {0} instead.,
"<table class=""table table-bordered table-condensed"">
<thead>
  <tr>
         <th class=""table-sr"" style=""width: 50%;"">Child Document</th>
         <th class=""table-sr"" style=""width: 50%;"">Non Child Document</th>
   </tr>
</thead>
<tbody>
<tr>
         <td>
                  <p> To access parent document field use parent.fieldname and to access child table document field use doc.fieldname </p>

         </td>
         <td>
                    <p>To access document field use doc.fieldname </p>
         </td>
</tr>
<tr>
        <td>
                   <p><b>Example: </b> parent.doctype == ""Stock Entry"" and doc.item_code == ""Test"" </p>

        </td>
         <td>
                   <p><b>Example: </b> doc.doctype == ""Stock Entry"" and doc.purpose == ""Manufacture""</p>    
          </td>
</tr>

</tbody>
</table>






",
<table class='table table-bordered'><tr><th>{0}</th><th>{1}</th></tr>,
"A DocType's name should start with a letter and can only consist of letters, numbers, spaces, underscores and hyphens",
"A Frappe Framework instance can function as an OAuth Client, Resource, or Authorization server. This DocType contains settings related to all three.",
A Reverse Journal Entry {0} already exists for this Journal Entry.,Une écriture de journal inverse {0} existe déjà pour cette écriture de journal.
A field with the name {0} already exists in {1},Un champ nommé {0} existe déjà dans {1}
A file with same name {} already exists,Un fichier avec le même nom {} existe déjà
A naming series conflict occurred while creating serial numbers. Please change the naming series for the item {0}.,
A template already exists for field {0} of {1},Un modèle existe déjà pour le champ {0} de {1}
"A version identifier string for the client software.
<br>
The value of the should change on any update of the client software with the same Software ID.",
A1,
A2,
A3,
A5,
A6,
A7,
ACC-ADS-.YYYY.-,
ACC-AML-.YYYY.-,
ACC-ASA-.YYYY.-,
ACC-ASC-.YYYY.-,
ACC-ASR-.YYYY.-,
ACC-ASS-.YYYY.-,
ACC-BTN-.YYYY.-,
ACC-JV-.YYYY.-,
ACC-PAY-.YYYY.-,
ACC-PINV-RET-.YYYY.-,
ACC-PRQ-.YYYY.-,
ACC-PSINV-.YYYY.-,
ACC-SH-.YYYY.-,
ACC-SINV-.YYYY.-,
ACC-SINV-RET-.YYYY.-,
ALL records will be deleted (entire DocType cleared),TOUS les enregistrements seront supprimés (DocType entièrement vidé)
ALM Audit Report,Rapport d'audit ALM
ANNULÉ,
API Endpoint Args should be valid JSON,Les arguments du point d'accès API doivent être du JSON valide
API Key and Secret to interact with the relay server. These will be auto-generated when the first push notification is sent from any of the apps installed on this site.,
ASC,
About Us Settings,Paramètres À propos
About {0} minute remaining,Environ {0} minute restante
About {0} minutes remaining,Environ {0} minutes restantes
About {0} seconds remaining,Environ {0} secondes restantes
"According to the BOM {0}, the Item '{1}' is missing in the stock entry.",
"Account type should be set {0} for payroll payable account {1}, please set and try again",
Account {0} cannot be converted to Group as it is already set as {1} for {2}.,Le compte {0} ne peut pas être converti en groupe car il est déjà défini comme {1} pour {2}.
Account {0} cannot be disabled as it is already set as {1} for {2}.,Le compte {0} ne peut pas être désactivé car il est déjà défini comme {1} pour {2}.
Account {0} does not belongs to company {1},Le compte {0} n'appartient pas à la société {1}
Account {0} is disabled.,Le compte {0} est désactivé.
Account {0} should be of type Expense,Le compte {0} doit être de type Dépense
Accounting Entry for LCV in Stock Entry {0},
Accounting Entry for Landed Cost Voucher for SCR {0},
Accounting entries are frozen up to this date. Only users with the specified role can create or modify entries before this date.,
Accounts not set for Salary Component {0},Comptes non définis pour la composante de salaire {0}
Accrual Component can only be set for Earning Salary Components.,Le composant d'accrual ne peut être défini que pour les composantes de salaire de gains.
Accrual Component can only be set for Flexible Benefit Salary Components with accrual payout methods.,
Accrual Component must be set for Flexible Benefit Salary Components with accrual payout methods.,
"Accrue per cycle, pay only on claim",
Accrued amount {0} is less than paid amount {1} for Benefit {2} in payroll period {3},
Accumulated Monthly Budget for Account {0} against {1} {2} is {3}. It will be collectively ({4}) exceeded by {5},
Accumulated Monthly Budget for Account {0} against {1}: {2} is {3}. It will be exceeded by {4},
"Accurate count can not be fetched, click here to view all documents",
Action if Accumulative Monthly Budget Exceeded on Cumulative Expense,
Action if Same Rate is Not Maintained Throughout  Internal Transaction,
Actual/360,
Actual/365,
Actual/Actual,
Added default log doctypes: {},Doctypes de journaux par défaut ajoutés : {}
Additional Discount Amount ({discount_amount}) cannot exceed the total before such discount ({total_before_discount}),
Additional Interest Accounts ,Comptes d'intérêts supplémentaires
"Additional Transferred Qty {0}
					cannot be greater than {1}.
					To fix this, increase the percentage value
					of the field 'Transfer Extra Raw Materials to WIP'
					in Manufacturing Settings.",
Additional {0} {1} of item {2} required as per BOM to complete this transaction,{0} {1} supplémentaires de l'article {2} requis selon la nomenclature pour finaliser cette transaction
Adds unique constraints to the email and phone number fields of the Customer DocType.,
"Advance Account is mandatory. Please set the <a href=""/app/company/{0}#default_employee_advance_account"" target=""_blank"">Default Employee Advance Account</a> in the Company record {0} and submit this document.",
Advance Account {} currency should be same as Salary Currency of Employee {}. Please select same currency Advance Account,
Advance paid against {0} {1} cannot be greater than Grand Total {2},L'avance payée pour {0} {1} ne peut pas être supérieure au total général {2}
Against Customer Order {0},Contre la commande client {0}
Against Supplier Invoice {0},Contre la facture fournisseur {0}
Ageing Report based on {0} up to {1},Rapport d'antériorité basé sur {0} jusqu'au {1}
Aggregate a group of Items into another Item. This is useful if you are maintaining the stock of the packed items and not the bundled item,
All Exchange Gain/Loss amount of {0} has been booked through {1},Tout le montant de gain/perte de change de {0} a été comptabilisé via {1}
All allocations have been successfully reconciled,Toutes les allocations ont été réconciliées avec succès
All entries on and after this date will be reposted,Toutes les écritures à partir de cette date seront retransmises
All items have already been received,Tous les articles ont déjà été reçus
All items in this document already have a linked Quality Inspection.,Tous les articles de ce document ont déjà une inspection qualité liée.
All items must be linked to a Sales Order or Subcontracting Inward Order for this Sales Invoice.,
All linked Sales Orders must be subcontracted.,
All the items have been already returned.,Tous les articles ont déjà été retournés.
"All the required items (raw materials) will be fetched from BOM and populated in this table. Here you can also change the Source Warehouse for any item. And during the production, you can track transferred raw materials from this table.",
Allocation,Allocation
Allocation is greater than the maximum allowed {0} for leave type {1},L'allocation est supérieure au maximum autorisé {0} pour le type de congé {1}
Allocation was skipped due to exceeding annual allocation set in leave policy,
Allocation was skipped due to maximum leave allocation limit set in leave type. Please increase the limit and retry failed allocation.,
Allow Editing of Items and Quantities in Work Order,
Allow Employee Checkin from Mobile App,Autoriser le pointage des employés depuis l'application mobile
Allow Implicit Pegged Currency Conversion,Autoriser la conversion implicite des devises arrimées
Allow Internal Transfers at Arm's Length Price,Autoriser les transferts internes au prix de pleine concurrence
Allow Item to Be Added Multiple Times in a Transaction,Autoriser l'ajout multiple d'un article dans une transaction
Allow Item to be Added Multiple Times in a Transaction,
Allow Leave Application After (Working Days),Autoriser les demandes de congé après (jours ouvrables)
Allow Sending Usage Data for Improving Applications,Autoriser l'envoi de données d'utilisation pour améliorer les applications
Allow UOM with Conversion Rate Defined in Item,Autoriser l'UDM avec un taux de conversion défini dans l'article
Allow Variant UOM to be different from Template UOM,Autoriser l'UDM de la variante à être différente de l'UDM du modèle
Allow existing Serial No to be Manufactured/Received again,Autoriser la refabrication/réception d'un numéro de série existant
Allow recording my first session to improve user experience,Autoriser l'enregistrement de ma première session pour améliorer l'expérience
Allow sending usage data for improving applications,Autoriser l'envoi de données d'utilisation pour améliorer les applications
Allow to Edit Stock UOM Qty for Purchase Documents,Autoriser la modification de la qté UDM stock dans les documents d'achat
Allow to Edit Stock UOM Qty for Sales Documents,Autoriser la modification de la qté UDM stock dans les documents de vente
Allow to Make Quality Inspection after Purchase / Delivery,Autoriser la création d'inspection qualité après achat / livraison
"Allow users to log in without a password, using a login link sent to their email",
Allowed Public Client Origins,Origines client public autorisées
Allowed primary roles are 'Customer' and 'Supplier'. Please select one of these roles only.,Les rôles principaux autorisés sont 'Client' et 'Fournisseur'. Veuillez sélectionner l'un de ces rôles uniquement.
"Allows clients to fetch metadata from the <code>/.well-known/oauth-authorization-server</code> endpoint. Reference: <a href=""https://datatracker.ietf.org/doc/html/rfc8414"">RFC8414</a>",
"Allows clients to fetch metadata from the <code>/.well-known/oauth-protected-resource</code> endpoint. Reference: <a href=""https://datatracker.ietf.org/doc/html/rfc9728#name-protected-resource-metadata"">RFC9728</a>",
"Allows clients to register themselves without manual intervention. Registration creates a <b>OAuth Client</b> entry. Reference: <a href=""https://datatracker.ietf.org/doc/html/rfc7591"">RFC7591</a>",
Allows clients to view this as an Authorization Server when querying the <code>/.well-known/oauth-protected-resource</code> end point.,
Allows enabled Social Login Key Base URL to be shown as authorization server.,
Allows printing or PDF download of documents.,Autorise l'impression ou le téléchargement PDF des documents.
Allows sharing document access with other users.,Autorise le partage de l'accès au document avec d'autres utilisateurs.
Allows skipping authorization if a user has active tokens.,Autorise l'omission de l'autorisation si un utilisateur a des jetons actifs.
Allows the user to access reports related to the document.,Autorise l'utilisateur à accéder aux rapports liés au document.
Allows the user to create new documents.,Autorise l'utilisateur à créer de nouveaux documents.
Allows the user to delete documents.,Autorise l'utilisateur à supprimer des documents.
Allows the user to edit existing records they have access to.,Autorise l'utilisateur à modifier les enregistrements existants auxquels il a accès.
Allows the user to email from the document.,Autorise l'utilisateur à envoyer des e-mails depuis le document.
Allows the user to export data from the Report view.,Autorise l'utilisateur à exporter des données depuis la vue Rapport.
Allows the user to search and see records.,Autorise l'utilisateur à rechercher et voir les enregistrements.
Allows the user to use Data Import tool to create / update records.,Autorise l'utilisateur à utiliser l'outil d'import de données pour créer / mettre à jour des enregistrements.
Allows the user to view the document.,Autorise l'utilisateur à consulter le document.
Allows to keep aside a specific quantity of inventory for a particular order.,Permet de mettre de côté une quantité spécifique d'inventaire pour une commande particulière.
Allows users to enable the mask property for any field of the respective doctype.,
Allows users to submit Purchase Orders with zero quantity. Useful when rates are fixed but the quantities are not. Eg. Rate Contracts.,
Allows users to submit Quotations with zero quantity. Useful when rates are fixed but the quantities are not. Eg. Rate Contracts.,
Allows users to submit Request for Quotations with zero quantity. Useful when rates are fixed but the quantities are not. Eg. Rate Contracts.,
Allows users to submit Sales Orders with zero quantity. Useful when rates are fixed but the quantities are not. Eg. Rate Contracts.,
Allows users to submit Supplier Quotations with zero quantity. Useful when rates are fixed but the quantities are not. Eg. Rate Contracts.,
Also you can't switch back to FIFO after setting the valuation method to Moving Average for this item.,
"Alternatively, you can download the template and fill your data in.",
Amount Difference with Purchase Invoice,Différence de montant avec la facture d'achat
Amount for advance payment must be between one to two EMI amount,Le montant de l'avance doit être compris entre une et deux échéances
Amount in party's bank account currency,Montant dans la devise du compte bancaire du tiers
Amount on which interest is calculated,Montant sur lequel les intérêts sont calculés
Amount paid cannot be greater than available security deposit,Le montant payé ne peut pas être supérieur au dépôt de garantie disponible
Amount paid cannot be greater than payable amount,Le montant payé ne peut pas être supérieur au montant à payer
Amount paid cannot be less than payable amount for loan closure,Le montant payé ne peut pas être inférieur au montant dû pour la clôture du prêt
Amount scheduled for deduction via salary,Montant prévu pour déduction via la paie
Amount that has been paid against this advance,Montant payé sur cette avance
An Arrear document already exists for employee {0} with salary structure {1} in payroll period {2},
An Item Group is a way to classify items based on types.,
An attendance record is linked to this checkin. Please cancel the attendance before modifying time.,Un enregistrement de présence est lié à ce pointage. Veuillez annuler la présence avant de modifier l'heure.
An error occurred for certain Items while creating Material Requests based on Re-order level. Please rectify these issues :,
Annual Budget for Account {0} against {1} {2} is {3}. It will be collectively ({4}) exceeded by {5},
Annual Budget for Account {0} against {1}: {2} is {3}. It will be exceeded by {4},
Another Budget record '{0}' already exists against {1} '{2}' and account '{3}' with overlapping fiscal years.,
"Another Cost Center Allocation record {0} applicable from {1}, hence this allocation will be applicable upto {2}",
Another Loan Restructure is already initiated for this Loan,
Another Payment Request is already processed,
"Any one of following filters required: warehouse, Item Code, Item Group",
"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.",
Applicable Salary Components,Composantes de salaire applicables
Applicant ,Demandeur
Applicant-Wise Loan Security Exposure,
Apply Recursion Over (As Per Transaction UOM),
Apply restriction on dimension values,
Appointment Scheduling has been disabled for this site,
Appointment was created. But no lead was found. Please check the email to confirm,
Approximately match the description/party name against parties,
Apps,Applications
Ar,
Are you sure you want to cancel the invitation?,Êtes-vous sûr de vouloir annuler l'invitation ?
Are you sure you want to clear all demo data?,Êtes-vous sûr de vouloir effacer toutes les données de démo ?
Are you sure you want to clear the assignments?,Êtes-vous sûr de vouloir effacer les affectations ?
Are you sure you want to delete all {0} rows?,Êtes-vous sûr de vouloir supprimer toutes les {0} lignes ?
Are you sure you want to delete the column? All the fields in the column will be moved to the previous column.,
Are you sure you want to delete the section? All the columns along with fields in the section will be moved to the previous section.,
Are you sure you want to delete the tab? All the sections along with fields in the tab will be moved to the previous tab.,
Are you sure you want to delete this Item?,Êtes-vous sûr de vouloir supprimer cet article ?
Are you sure you want to delete this record?,Êtes-vous sûr de vouloir supprimer cet enregistrement ?
Are you sure you want to delete {0}?<p>This action will also delete all associated Common Code documents.</p>,
Are you sure you want to discard the changes?,Êtes-vous sûr de vouloir annuler les modifications ?
Are you sure you want to generate a new report?,Êtes-vous sûr de vouloir générer un nouveau rapport ?
Are you sure you want to proceed?,Êtes-vous sûr de vouloir continuer ?
Are you sure you want to re-enable scheduler?,Êtes-vous sûr de vouloir réactiver le planificateur ?
Are you sure you want to remove all failed jobs?,Êtes-vous sûr de vouloir supprimer tous les travaux échoués ?
Are you sure you want to remove the {0} filter?,Êtes-vous sûr de vouloir supprimer le filtre {0} ?
Are you sure you want to revise this budget? The current budget will be cancelled and a new draft will be created.,
Are you sure you want to {0}?,Êtes-vous sûr de vouloir {0} ?
Arrear Component cannot be set for Salary Components based on taxable salary.,
"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.",
"As document sharing is disabled, please give them the required permissions before assigning.",
"As per your request, your account and data on {0} associated with email {1} has been permanently deleted",
"As there are existing submitted transactions against item {0}, you can not change the value of {1}.",
"As there are reserved stock, you cannot disable {0}.",
"As there are sufficient Sub Assembly Items, Work Order is not required for Warehouse {0}.",
"As {0} is enabled, you can not enable {1}.",
Ask,Demander
Asset Depreciation Schedule for Asset {0} and Finance Book {1} is not using shift based depreciation,
Asset Depreciation Schedule not found for Asset {0} and Finance Book {1},
Asset Depreciation Schedule {0} for Asset {1} already exists.,
Asset Depreciation Schedule {0} for Asset {1} and Finance Book {2} already exists.,
"Asset Depreciation Schedules created/updated:<br>{0}<br><br>Please check, edit if needed, and submit the Asset.",
Asset Recovery Cost for {0}: {1},
Asset Shift Factor {0} is set as default currently. Please change it first.,
Asset cannot be scrapped before the last depreciation entry.,
Asset capitalized after Asset Capitalization {0} was submitted,
Asset created after being split from Asset {0},
Asset issued to Employee {0},Actif émis à l'employé {0}
Asset out of order due to Asset Repair {0},
Asset received at Location {0} and issued to Employee {1},
Asset restored after Asset Capitalization {0} was cancelled,
Asset updated due to Asset Repair {0} {1}.,
Asset {0} does not belong to the custodian {1},
Asset {0} does not belong to the location {1},
Asset {0} has been updated. Please set the depreciation details if any and submit it.,
Asset {0} is in {1} status and cannot be repaired.,
Asset {0} is not set to calculate depreciation.,
Asset {0} is not submitted. Please submit the asset before proceeding.,
Asset {assets_link} created for {item_code},
Asset's depreciation schedule updated after Asset Shift Allocation {0},
Asset's value adjusted after cancellation of Asset Value Adjustment {0},
Asset's value adjusted after submission of Asset Value Adjustment {0},
Assets {assets_link} created for {item_code},
Assign Salary Structure to {0} employee(s)?,
Assignment start date cannot be outside holiday list dates,
At Row {0}: In Serial and Batch Bundle {1} must have docstatus as 1 and not 0,
At least one account with exchange gain or loss is required,Au moins un compte avec gain ou perte de change est requis
At least one asset has to be selected.,Au moins un actif doit être sélectionné.
At least one field is required in Web Form Fields Table,Au moins un champ est requis dans la table des champs du formulaire web
At least one field of Parent Document Type is mandatory,Au moins un champ du type de document parent est obligatoire
At least one interview has to be selected.,Au moins un entretien doit être sélectionné.
At least one invoice has to be selected.,Au moins une facture doit être sélectionnée.
At least one item should be entered with negative quantity in return document,Au moins un article doit avoir une quantité négative dans le document de retour
At least one of the Selling or Buying must be selected,Au moins l'un des deux (Vente ou Achat) doit être sélectionné
At least one raw material item must be present in the stock entry for the type {0},
At least one row is required for a financial report template,Au moins une ligne est requise pour un modèle de rapport financier
"At row #{0}: you have selected the Difference Account {1}, which is a Cost of Goods Sold type account. Please select a different account",
At row {0}: Batch No is mandatory for Item {1},À la ligne {0} : le n° de lot est obligatoire pour l'article {1}
At row {0}: Parent Row No cannot be set for item {1},À la ligne {0} : le n° de ligne parent ne peut pas être défini pour l'article {1}
At row {0}: Qty is mandatory for the batch {1},À la ligne {0} : la qté est obligatoire pour le lot {1}
At row {0}: Serial No is mandatory for Item {1},À la ligne {0} : le n° de série est obligatoire pour l'article {1}
At row {0}: Serial and Batch Bundle {1} has already created. Please remove the values from the serial no or batch no fields.,
At row {0}: set Parent Row No for item {1},À la ligne {0} : définir le n° de ligne parent pour l'article {1}
Atleast one raw material for Finished Good Item {0} should be customer provided.,
Atlest one security needs to be assigned,
"Attach a comma separated .csv file with two columns, one for the old name and one for the new name.",
Attendance for employee {0} is already marked for the following dates: {1},La présence de l'employé {0} est déjà marquée pour les dates suivantes : {1}
Attendance for the following dates will be skipped/overwritten on submission,
Attendance has been marked for all the employees between the selected payroll dates.,La présence a été marquée pour tous les employés entre les dates de paie sélectionnées.
Attendance is pending for these employees between the selected payroll dates. Mark attendance to proceed. Refer {0} for details.,
AttendanceRequestListView,
Attribute value: {0} must appear only once,La valeur d'attribut : {0} ne doit apparaître qu'une seule fois
Attribution,Attribution
