source,traduction
Configure various aspects of how document naming works like naming series, current counter.,Configurer les aspects du nommage des documents comme les séries de nommage et le compteur courant.
Confirm before resetting posting date,Confirmer avant de réinitialiser la date de comptabilisation
Consider Projected Qty in Calculation,Prendre en compte la qté projetée dans le calcul
Console Logs can not be deleted,Les journaux de console ne peuvent pas être supprimés
Consumed Qty cannot be greater than Reserved Qty for item {0},La qté consommée ne peut pas être supérieure à la qté réservée pour l'article {0}
Consumed quantity of item {0} exceeds transferred quantity.,La quantité consommée de l'article {0} dépasse la quantité transférée.
Control Action for Cumulative Expense,Action de contrôle pour les dépenses cumulatives
Conversion factor for item {0} has been reset to 1.0 as the uom {1} is same as stock uom {2}.,Le facteur de conversion pour l'article {0} a été réinitialisé à 1.0 car l'UDM {1} est identique à l'UDM stock {2}.
Conversion rate is 1.00, but document currency is different from company currency,Le taux de conversion est 1.00, mais la devise du document est différente de la devise de la société
Conversion rate must be 1.00 if document currency is same as company currency,Le taux de conversion doit être 1.00 si la devise du document est identique à celle de la société
Cost Center Allocation Percentage,Pourcentage d'allocation de centre de coûts
Cost Center for Item rows has been updated to {0},Le centre de coûts pour les lignes d'article a été mis à jour en {0}
Cost Center is a part of Cost Center Allocation, hence cannot be converted to a group,Le centre de coûts fait partie d'une allocation de centre de coûts et ne peut pas être converti en groupe
Cost Center {} doesn't belong to Company {},Le centre de coûts {} n'appartient pas à la société {}
Cost center is mandatory for loans having rate of interest greater than 0,Le centre de coûts est obligatoire pour les prêts avec un taux d'intérêt supérieur à 0
Costing and Billing fields has been updated,Les champs de coût et de facturation ont été mis à jour
Could not find a suitable shift to match the difference: {0},Impossible de trouver une équipe appropriée pour correspondre à la différence : {0}
Could not start Chromium. Check logs for details.,Impossible de démarrer Chromium. Vérifiez les journaux pour plus de détails.
Create Job Card based on Batch Size,Créer une carte de travail selon la taille du lot
Create Payment Entry for Consolidated POS Invoices.,Créer une écriture de paiement pour les factures PDV consolidées.
Created {0} scorecards for {1} between:,Créé {0} fiches de notation pour {1} entre :
Credit Amount in Reporting Currency,Montant du crédit en devise de reporting
Credit Amount in Transaction Currency,Montant du crédit en devise de transaction
Credit Note will update it's own outstanding amount even if 'Return Against' is specified.,L'avoir mettra à jour son propre montant en souffrance même si 'Retour contre' est spécifié.
Criteria weights must add up to 100%,Les pondérations des critères doivent totaliser 100%
Cron Interval should be between 1 and 59 Min,L'intervalle Cron doit être compris entre 1 et 59 minutes
Custom Document Types (Select Permission),Types de documents personnalisés (permission de sélection)
Custom field renamed to {0} successfully.,Champ personnalisé renommé en {0} avec succès.
Customer Group: {0} does not exist,Groupe de clients : {0} n'existe pas
Customer Refund Account is mandatory,Le compte de remboursement client est obligatoire
Customer Warehouse {0} does not belong to Customer {1}.,L'entrepôt client {0} n'appartient pas au client {1}.
Data Import is not allowed for {0}. Enable 'Allow Import' in DocType settings.,L'import de données n'est pas autorisé pour {0}. Activez 'Autoriser l'import' dans les paramètres du DocType.
Database Storage Usage By Tables,Utilisation du stockage de la base de données par table
Date must be between {0} and {1},La date doit être comprise entre {0} et {1}
Date {0} is repeated in Overtime Details,La date {0} est répétée dans les détails des heures supplémentaires
Day of every month on which the repayment date is considered,Jour de chaque mois à partir duquel la date de remboursement est prise en compte
Days Past Due Threshold For Auto Write Off,Seuil de jours en retard pour la passation automatique en perte
