source,traduction
Most probably your password is too long.,Votre mot de passe est probablement trop long.
Move current and all subsequent sections to a new tab,Déplacer la section actuelle et toutes les suivantes vers un nouvel onglet
Move the current field and the following fields to a new column,Déplacer le champ actuel et les champs suivants vers une nouvelle colonne
Multiple Loyalty Programs found for Customer {}. Please select manually.,Plusieurs programmes de fidélité trouvés pour le client {}. Veuillez sélectionner manuellement.
Multiple company fields available: {0}. Please select manually.,Plusieurs champs société disponibles : {0}. Veuillez sélectionner manuellement.
Multiple items cannot be marked as finished item,Plusieurs articles ne peuvent pas être marqués comme article fini
Name already taken, please set a new name,Nom déjà utilisé, veuillez en définir un nouveau
Net Purchase Amount should be <b>equal</b> to purchase amount of one single Asset.,Le montant net d'achat doit être <b>égal</b> au montant d'achat d'un seul actif.
New Balance In Account Currency,Nouveau solde dans la devise du compte
New Journal Entry will be posted for the difference amount. The Posting Date can be modified.,Une nouvelle écriture de journal sera comptabilisée pour le montant de la différence. La date de comptabilisation peut être modifiée.
New line separated list of scope values.,Liste de valeurs de périmètre séparées par des sauts de ligne.
New password cannot be same as old password,Le nouveau mot de passe ne peut pas être identique à l'ancien
New revised budget created successfully,Nouveau budget révisé créé avec succès
New users will have to be manually registered by system managers.,Les nouveaux utilisateurs devront être enregistrés manuellement par les gestionnaires système.
Newly created user {0} has no roles enabled.,L'utilisateur nouvellement créé {0} n'a aucun rôle activé.
No Bank/Cash Account found for currency {0}. Please create one under company {1}.,Aucun compte bancaire/caisse trouvé pour la devise {0}. Veuillez en créer un sous la société {1}.
No Customers found with selected options.,Aucun client trouvé avec les options sélectionnées.
No Interview has been scheduled.,Aucun entretien n'a été planifié.
No Items selected for transfer.,Aucun article sélectionné pour le transfert.
No Items with Bill of Materials to Manufacture or all items already manufactured,Aucun article avec nomenclature à fabriquer ou tous les articles déjà fabriqués
No Matching Bank Transactions Found,Aucune transaction bancaire correspondante trouvée
No Outstanding Invoices found for this party,Aucune facture impayée trouvée pour ce tiers
No POS Profile found. Please create a New POS Profile first,Aucun profil PDV trouvé. Veuillez d'abord créer un nouveau profil PDV
No Purchase Orders were created,Aucun bon de commande n'a été créé
No Salary Slip found for Employee: {0},Aucun bulletin de paie trouvé pour l'employé : {0}
No Salary Slips with {0} found for employee {1} for payroll period {2}.,Aucun bulletin de paie avec {0} trouvé pour l'employé {1} pour la période de paie {2}.
No Salary Structure Assignment found for employee {0} on date {1},Aucune affectation de structure salariale trouvée pour l'employé {0} à la date {1}
No Serial / Batches are available for return,Aucun numéro de série / lot disponible pour le retour
No Tax Withholding data found for the current posting date.,Aucune donnée de retenue fiscale trouvée pour la date de comptabilisation actuelle.
No Unreconciled Invoices and Payments found for this party and account,Aucune facture et paiement non réconciliés trouvés pour ce tiers et ce compte
No Unreconciled Payments found for this party,Aucun paiement non réconcilié trouvé pour ce tiers
No additional fields available,Aucun champ supplémentaire disponible
No attendance records found for employee {0} between {1} and {2},Aucun enregistrement de présence trouvé pour l'employé {0} entre {1} et {2}
No available quantity to reserve for item {0} in warehouse {1},Aucune quantité disponible à réserver pour l'article {0} dans l'entrepôt {1}
No billing email found for customer: {0},Aucun e-mail de facturation trouvé pour le client : {0}
No data found. Seems like you uploaded a blank file,Aucune donnée trouvée. Il semble que vous ayez téléversé un fichier vide
No excess amount pending for refund,Aucun montant excédentaire en attente de remboursement
No items are available in sales orders {0} for production,Aucun article n'est disponible dans les commandes client {0} pour la production
No leave allocation found for {0} for {1} on given date.,Aucune allocation de congé trouvée pour {0} pour {1} à la date donnée.
No loans found for this applicant or branch,Aucun prêt trouvé pour ce demandeur ou cette branche
No matches occurred via auto reconciliation,Aucune correspondance via la réconciliation automatique
No open Material Requests found for the given criteria.,Aucune demande de matériel ouverte trouvée pour les critères donnés.
No open POS Opening Entry found for POS Profile {0}.,Aucune écriture d'ouverture PDV ouverte trouvée pour le profil PDV {0}.
No recipients found for campaign {0},Aucun destinataire trouvé pour la campagne {0}
No reserved stock to unreserve.,Aucun stock réservé à annuler.
No salary slips found for the selected employee from {0},Aucun bulletin de paie trouvé pour l'employé sélectionné depuis {0}
No user has the role <strong>{0}</strong>,Aucun utilisateur n'a le rôle <strong>{0}</strong>
No valid shift found for log time,Aucune équipe valide trouvée pour l'heure de pointage
No {0} found with matching filters. Clear filters to see all {0}.,Aucun(e) {0} trouvé(e) avec les filtres correspondants. Effacez les filtres pour voir tous les {0}.
Not allowed to create custom Virtual DocType.,Non autorisé à créer un DocType virtuel personnalisé.
Not allowed via controller permission check,Non autorisé par la vérification des permissions du contrôleur
Not authorized since {0} exceeds limits,Non autorisé car {0} dépasse les limites
Note: Due Date exceeds allowed {0} credit days by {1} day(s),Note : La date d'échéance dépasse les {0} jours de crédit autorisés de {1} jour(s)
Note: To merge the items, create a separate Stock Reconciliation for the old item {0},Note : Pour fusionner les articles, créez un rapprochement de stock séparé pour l'ancien article {0}
Note: Your request for account deletion will be fulfilled within {0} hours.,Note : Votre demande de suppression de compte sera traitée dans les {0} heures.
Notification: customer {0} has no Mobile number set,Notification : le client {0} n'a pas de numéro de mobile défini
Notification: user {0} has no Mobile number set,Notification : l'utilisateur {0} n'a pas de numéro de mobile défini
Number of days after which the document Web View link shared on email will be expired,Nombre de jours après lesquels le lien de vue web du document partagé par e-mail expirera
OAuth has been enabled but not authorised. Please use "Authorise API Access" button to do the same.,OAuth a été activé mais pas autorisé. Veuillez utiliser le bouton "Autoriser l'accès à l'API" pour le faire.
Offset must be a non-negative integer,Le décalage doit être un entier non négatif
Old and new fieldnames are same.,Les noms de champs ancien et nouveau sont identiques.
On checking this option, URL will be treated like a jinja template string,En cochant cette option, l'URL sera traitée comme une chaîne de modèle Jinja
On save, the Excluded Fee will be converted to an Included Fee.,À l'enregistrement, les frais exclus seront convertis en frais inclus.
Once the Work Order is Closed. It can't be resumed.,Une fois l'ordre de travail fermé, il ne peut pas être repris.
One customer can be part of only single Loyalty Program.,Un client ne peut faire partie que d'un seul programme de fidélité.
Only 'Payment Entries' made against this advance account are supported.,Seules les 'Écritures de paiement' effectuées contre ce compte d'avance sont prises en charge.
Only System Managers can make this file public.,Seuls les gestionnaires système peuvent rendre ce fichier public.
Only Value available for Payment Entry,Seule la valeur est disponible pour l'écriture de paiement
Only Workspace Manager can edit public workspaces,Seul le gestionnaire d'espace de travail peut modifier les espaces de travail publics
Only allow System Managers to upload public files,Autoriser uniquement les gestionnaires système à téléverser des fichiers publics
Only allowed to export customizations in developer mode,Autorisé à exporter les personnalisations uniquement en mode développeur
