source,traduction
Flexible Benefit,Avantage flexible
Flexible Component,Composant flexible
Floor,Étage
Floor Name,Nom de l'étage
Folio,Folio
Followed by,Suivi par
Following document {0},Document suivant {0}
"Footer ""Powered By""","Pied de page ""Propulsé par"""
Footer Based On,Pied de page basé sur
Footer Details,Détails du pied de page
Footer Image,Image du pied de page
Footer Script,Script du pied de page
For All Stock Asset Accounts,Pour tous les comptes d'actifs de stock
For DocType,Pour le DocType
For Job Card,Pour la carte de travail
For Operation,Pour l'opération
For Raw Materials,Pour les matières premières
For Work Order,Pour l'ordre de travail
Force Approval,Approbation forcée
Force Cancel,Annulation forcée
Force Cancel Sales Invoices,Annuler de force les factures de vente
Force Reload,Rechargement forcé
Forecast,Prévision
Forecasted Qty,Qté prévue
Forecasted Quantity,Quantité prévue
Forgot Password?,Mot de passe oublié ?
Format Date,Formater la date
Format Field,Formater le champ
Format Of,Format de
Format Picker,Sélecteur de format
Format Time,Formater l'heure
Format error in glossary file,Erreur de format dans le fichier glossaire
Format error on line {0}: {1},Erreur de format à la ligne {0} : {1}
Format option Conditions,Conditions des options de format
Found {0} Asset Movement,Trouvé {0} mouvement d'actif
Found {0} Asset Movements,Trouvé {0} mouvements d'actif
Found {0} {1},Trouvé {0} {1}
Foundation,Fondation
Fraction Units,Unités fractionnaires
Free Item Data,Données d'article gratuit
Free Item Discount,Remise sur article gratuit
Freeze Accounts till Date,Geler les comptes jusqu'à la date
Frequency Type,Type de fréquence
Friday,Vendredi
From - Email Address,Adresse e-mail de l'expéditeur
From Account Type,Type de compte source
From Amount,Montant de
From Asset Account,Compte d'actif source
From Branch,Branche source
From Customer Number,Numéro client source
From Default Currency,Devise par défaut source
From Demand No,N° de demande source
From Discount Percentage,Pourcentage de remise source
From Document,Document source
From Employee Loan,Prêt employé source
From Mark Attendance,Depuis Marquer présence
From Notes,Depuis Notes
From Reservation,Depuis Réservation
From Style,Depuis Style
From Subscription Plan,Depuis Plan d'abonnement
From Transaction Date,Date de transaction source
From Voucher No,N° de pièce source
From Voucher Type,Type de pièce source
From Webform,Depuis Webform
From Workspace,Depuis Espace de travail
From the Bench,Depuis le Bench
Full,Plein
Full Page,Pleine page
Full Path,Chemin complet
Full Sync,Synchronisation complète
Full backups storage,Stockage des sauvegardes complètes
Fully Refunded,Entièrement remboursé
Fully reconciled,Entièrement réconcilié
Function Definitions,Définitions de fonction
G - Z,G - Z
GL Entry No.,N° d'écriture GL
GL Entry Processing Status,Statut de traitement des écritures GL
GL Entry Reposting,Retransmission des écritures GL
GMT,GMT
GP Compatible,Compatible GP
GST Hub Settings,Paramètres du hub GST
GST Settings,Paramètres GST
Gain on disposal of Assets,Gain sur cession d'actifs
Gateway Currency,Devise de la passerelle
Gender Pay Gap Average,Écart salarial moyen par genre
Gender Pay Gap Per Department,Écart salarial par genre par service
General Ledger Filters,Filtres du grand livre
General Ledgers,Grands livres
Generate Schema,Générer le schéma
Generate from Document,Générer depuis le document
Generated From,Généré depuis
Generated Stock Ledger Entries,Écritures du grand livre de stock générées
Generated Successfully,Généré avec succès
Generator,Générateur
Geolocation Data,Données de géolocalisation
Get All,Tout récupérer
Get Code,Récupérer le code
Get Coordinates,Récupérer les coordonnées
Get Customers Group,Récupérer le groupe de clients
Get Demands,Récupérer les demandes
Get Geolocation,Récupérer la géolocalisation
Get Help,Obtenir de l'aide
Get Items From,Récupérer les articles depuis
Get Items from BOM,Récupérer les articles de la nomenclature
Get Job Cards,Récupérer les cartes de travail
Get Operating Cost,Récupérer le coût d'exploitation
Get Outstanding Documents,Récupérer les documents impayés
Get Outstanding Invoices,Récupérer les factures impayées
Get Outstanding Vouchers,Récupérer les pièces impayées
Get Plan Members,Récupérer les membres du plan
Get Stock and Rate,Récupérer le stock et le taux
Get Suppliers,Récupérer les fournisseurs
Get System Manager Roles,Récupérer les rôles de gestionnaire système
Get Tax Template,Récupérer le modèle fiscal
Get from {0},Récupérer depuis {0}
Get latest updates and tips.,Recevoir les dernières mises à jour et conseils.
GitHub,GitHub
Global Defaults,Valeurs par défaut globales
Global Search DocType,DocType de recherche globale
Go Back,Retour
Go Back to Home Page,Retour à la page d'accueil
Go Live Date,Date de mise en service
Go to Mass Payroll Entries,Aller aux écritures de paie en masse
Go to Salary Slips,Aller aux bulletins de paie
Go to Workspace,Aller à l'espace de travail
Gold,Or
Goods Receipt Note,Bon de réception de marchandises
Google Settings,Paramètres Google
Got it,Compris
Grand Total ({0}),Total général ({0})
Grant Limits,Limites de subvention
Grant Type,Type de subvention
Granted,Accordé
Gray,Gris
Green,Vert
Group Bin Entries,Grouper les écritures bin
Group Entries by Voucher,Grouper les écritures par pièce
Group ID,ID de groupe
Group Same Items,Grouper les mêmes articles
Group by Customer,Grouper par client
Group by Project,Grouper par projet
Group by Supplier,Grouper par fournisseur
Group by Voucher,Grouper par pièce
Grouped By,Groupé par
Guaranteed,Garanti
Guarantor Detail,Détail du garant
Guidance Note,Note d'orientation
