source,traduction
Get Raw Materials Cost from Consumption Entry,Obtenir le coût des matières premières depuis l'écriture de consommation
Get notified when an email is received on any of the documents assigned to you.,Être notifié lorsqu'un e-mail est reçu sur l'un des documents qui vous sont affectés.
Give free item for every N quantity,Donner un article gratuit pour chaque quantité N
Go to Notification Settings List,Aller à la liste des paramètres de notification
Grand Total (Transaction Currency),Total général (devise de transaction)
Half Day Marked Employee Header,En-tête de l'employé marqué demi-journée
Header/Footer scripts can be used to add dynamic behaviours.,Les scripts d'en-tête/pied de page peuvent être utilisés pour ajouter des comportements dynamiques.
Heads (or groups) against which Accounting Entries are made and balances are maintained.,Têtes (ou groupes) contre lesquels les écritures comptables sont effectuées et les soldes maintenus.
Helps you distribute the Budget/Target across months if you have seasonality in your business.,Vous aide à distribuer le Budget/Objectif sur les mois si votre activité est saisonnière.
Here are the error logs for the aforementioned failed depreciation entries: {0},Voici les journaux d'erreurs pour les écritures d'amortissement échouées susmentionnées : {0}
Here are the options to proceed:,Voici les options pour continuer :
Hidden columns include: <br> {0},Les colonnes masquées incluent : <br> {0}
Hide this line if amount is zero,Masquer cette ligne si le montant est zéro
Holiday Date {0} added multiple times,La date de jour férié {0} est ajoutée plusieurs fois
How often should Project be updated of Total Purchase Cost ?,À quelle fréquence le projet doit-il être mis à jour avec le coût total d'achat ?
IDs must contain only alphanumeric characters, not contain spaces, and should be unique.,Les IDs ne doivent contenir que des caractères alphanumériques, sans espaces, et doivent être uniques.
IMPORTANT: Create a backup before proceeding!,IMPORTANT : Créez une sauvegarde avant de continuer !
Icon is not correctly configured please check the workspace sidebar to it,L'icône n'est pas correctement configurée, veuillez vérifier la barre latérale de l'espace de travail
If a Role does not have access at Level 0, then higher levels are meaningless.,Si un rôle n'a pas accès au niveau 0, les niveaux supérieurs sont inutiles.
If an operation is divided into sub operations, they can be added here.,Si une opération est divisée en sous-opérations, elles peuvent être ajoutées ici.
If checked, Rejected Quantity will be included while making Purchase Invoice from Purchase Receipt.,Si coché, la quantité rejetée sera incluse lors de la création d'une facture d'achat depuis un bon de réception.
Include Shift Attendance Without Checkins,Inclure la présence aux équipes sans pointages
Income Tax Slab is mandatory since the Salary Structure {0} has a tax component {1},La tranche d'imposition est obligatoire car la structure salariale {0} a un composant fiscal {1}
Incoming Call Handling Schedule,Calendrier de gestion des appels entrants
Incorrect Check in (group) Warehouse for Reorder,Entrepôt de vérification (groupe) incorrect pour le réapprovisionnement
Incorrect Reference Document (Purchase Receipt Item),Document de référence incorrect (article du bon de réception)
Incorrect Serial Number Consumed,Numéro de série consommé incorrect
Incorrect Serial and Batch Bundle,Lot de série et lot incorrect
Incorrect repayment type, please write off the loan first,Type de remboursement incorrect, veuillez d'abord passer le prêt en perte
Index created successfully on column {0} of doctype {1},Index créé avec succès sur la colonne {0} du doctype {1}
Individual GL Entry cannot be cancelled.,Une écriture GL individuelle ne peut pas être annulée.
Individual Stock Ledger Entry cannot be cancelled.,Une écriture du grand livre de stock individuelle ne peut pas être annulée.
Insufficient Permission Level for {0},Niveau de permission insuffisant pour {0}
Insufficient Permissions for deleting Report,Permissions insuffisantes pour supprimer le rapport
Insufficient Permissions for editing Report,Permissions insuffisantes pour modifier le rapport
Insufficient Stock for Product Bundle Items,Stock insuffisant pour les articles du bundle de produits
Interest Income Account is mandatory,Le compte de produits d'intérêts est obligatoire
Interest Receivable Account is mandatory,Le compte de créances d'intérêts est obligatoire
Interest Waiver Account is mandatory,Le compte de renonciation aux intérêts est obligatoire
Interest Waiver Amount cannot be greater than overdue interest,Le montant de renonciation aux intérêts ne peut pas être supérieur aux intérêts en retard
Interest accrued from {0} to {1} against loan: {2},Intérêts accruals du {0} au {1} sur le prêt : {2}
Internal Customer for company {0} already exists,Le client interne pour la société {0} existe déjà
Internal Supplier for company {0} already exists,Le fournisseur interne pour la société {0} existe déjà
Internal transfers can only be done in company's default currency,Les transferts internes ne peuvent être effectués qu'en devise par défaut de la société
Invalid Credentials for Email Account: {0},Identifiants invalides pour le compte e-mail : {0}
Invalid Loan Disbursement linked for payment,Décaissement de prêt invalide lié au paiement
Invalid Outgoing Mail Server or Port: {0},Serveur de courrier sortant ou port invalide : {0}
Invalid Process Loss Configuration,Configuration de pertes de processus invalide
Invalid Serial and Batch Bundle,Lot de série et lot invalide
Invalid Source and Target Warehouse,Entrepôts source et cible invalides
Invalid amount in accounting entries of {} {} for Account {}: {},Montant invalide dans les écritures comptables de {} {} pour le compte {} : {}
Invalid filter formula. Please check the syntax.,Formule de filtre invalide. Veuillez vérifier la syntaxe.
