source,traduction
Billing Address does not belong to the {0},L'adresse de facturation n'appartient pas à {0}
Block Holidays on important days.,Bloquer les jours fériés lors des jours importants.
Book Advance Payments in Separate Party Account,Comptabiliser les avances dans un compte tiers séparé
Books have been closed till the period ending on {0},Les livres ont été clôturés jusqu'à la période se terminant le {0}
Both Fixed Deposit and Corporate Guarantee,Dépôt à terme et garantie corporative
Both login and password required,Identifiant et mot de passe requis
Broken Period Interest Recovery Account,Compte de récupération d'intérêts de période rompue
Bulk approval only support up to 500 documents.,L'approbation en masse ne prend en charge que jusqu'à 500 documents.
Bulk operation is enqueued in background.,L'opération en masse est mise en file d'attente en arrière-plan.
Bulk operations only support up to 500 documents.,Les opérations en masse ne prennent en charge que jusqu'à 500 documents.
Cache Query Results For (Minutes),Mettre en cache les résultats de requête pendant (minutes)
Calculate Final Score based on Formula,Calculer le score final selon la formule
Calculate but don't show on final report,Calculer mais ne pas afficher dans le rapport final
Calculate daily depreciation using total days in depreciation period,Calculer l'amortissement quotidien en utilisant le nombre total de jours de la période
