Accrued Benefits,Avantages comptabilisés,
Accrued Earnings Report,Rapport des gains comptabilisés,
Accrued Expenses,Charges à payer,
Action if Anual Budget Exceeded on Cumulative Expense,Action si le budget annuel est dépassé sur la dépense cumulée,
Action if table exists,Action si la table existe,
Action on Submission,Action à la soumission,
"Actions implied by the request are to be permanently halted, before all of the administrations occurred. This should not be used if the original order was entered in error","Les actions impliquées par la demande doivent être définitivement arrêtées, avant que toutes les administrations n'aient eu lieu. Ceci ne doit pas être utilisé si la commande originale a été saisie par erreur",
Actions implied by the request are to be temporarily halted. The request might or might not be resumed. May also be called 'suspended'.,Les actions impliquées par la demande doivent être temporairement arrêtées. La demande pourrait ou non être reprise. Peut aussi être appelé 'suspendu',
Active,Actif,
Active Assist,Assistance active,
Active Treatment Counselling {0} already exist for encounter {1},Le conseil de traitement actif {0} existe déjà pour la rencontre {1},
Activities,Activités,
Activity,Activité,
Activity Cost,Coût de l'activité,
Activity Duration,Durée de l'activité,
Activity Feed,Fil d'activité,
Activity Log,Journal d'activité,
Activity Type,Type d'activité,
Actual,Réel,
Actual Demand,Demande réelle,
Actual End Date cannot be before Actual Start Date,La date de fin réelle ne peut pas être antérieure à la date de début réelle,
Actual End Datetime,Date et heure de fin réelle,
Actual Expenses,Dépenses réelles,
Actual Overtime Duration,Durée réelle des heures supplémentaires,
Actual Posting,Comptabilisation réelle,
Actual Qty,Qté réelle,
Actual Start Datetime,Date et heure de début réelle,
Acuity,Acuïté,
Ad-hoc Qty,Qté ponctuelle,
Add,Ajouter,
Add / Edit Fields,Ajouter / Modifier les champs,
Add / Remove Columns,Ajouter / Supprimer des colonnes,
Add CSS,Ajouter du CSS,
Add Card to Dashboard,Ajouter une carte au tableau de bord,
Add Child,Ajouter un enfant,
Add Clinical Note,Ajouter une note clinique,
Add Comment,Ajouter un commentaire,
Add Exercise Step,Ajouter une étape d'exercice,
Add Exercises,Ajouter des exercices,
Add Indexes,Ajouter des index,
Add Medication Orders,Ajouter des commandes de médicaments,
Add Multiple,Ajouter plusieurs,
Add Multiple Service Units,Ajouter plusieurs unités de service,
Add New,Ajouter nouveau,
Add New Line,Ajouter une nouvelle ligne,
Add Note,Ajouter une note,
Add Observation,Ajouter une observation,
Add Participants,Ajouter des participants,
Add Phantom Item,Ajouter un article fantôme,
Add Roles,Ajouter des rôles,
Add Row,Ajouter une ligne,
Add Safety Stock,Ajouter du stock de sécurité,
Add Schedule,Ajouter une planification,
Add Tag,Ajouter une étiquette,
Add Tags,Ajouter des étiquettes,
Add Template,Ajouter un modèle,
Add Test,Ajouter un test,
Add Time Slots,Ajouter des créneaux horaires,
Add To First EMI,Ajouter à la première mensualité,
Add Translate Data,Ajouter des données de traduction,
Add Video Conferencing,Ajouter une visioconférence,
Add X-Original-From header,Ajouter un en-tête X-Original-From,
Add a Filter,Ajouter un filtre,
Add a New Role,Ajouter un nouveau rôle,
Add a Row,Ajouter une ligne,
Add a new section,Ajouter une nouvelle section,
Add a row above the current row,Ajouter une ligne au-dessus de la ligne courante,
Add a row at the bottom,Ajouter une ligne en bas,
Add a row at the top,Ajouter une ligne en haut,
Add a row below the current row,Ajouter une ligne en dessous de la ligne courante,
Add column,Ajouter une colonne,
Add field,Ajouter un champ,
Add multiple,Ajouter plusieurs,
Add new tab,Ajouter un onglet,
Add numbers or special characters.,Ajoutez des chiffres ou des caractères spéciaux.,
Add or Deduct,Ajouter ou déduire,
Add page break,Ajouter un saut de page,
Add row,Ajouter une ligne,
Add section above,Ajouter une section au-dessus,
Add section below,Ajouter une section en dessous,
Add tab,Ajouter un onglet,
Add to First EMI,Ajouter à la première mensualité,
Add to first repayment,Ajouter au premier remboursement,
Add to this activity by mailing to {0},Ajouter à cette activité par e-mail à {0},
Add vouchers to generate preview.,Ajouter des pièces pour générer l'aperçu.,
Add {0},Ajouter {0},
Add/Update Filter,Ajouter/mettre à jour un filtre,
Added,Ajouté,
Added default log doctypes: {},Doctypes de journaux par défaut ajoutés : {},
Added {0} ({1}),Ajouté {0} ({1}),
Adding Order Entries,Ajout des entrées de commande,
Addition Interest Waiver Account is mandatory,Le compte de renonciation aux intérêts est obligatoire,
Additional Charges,Frais supplémentaires,
Additional Interest,Intérêts additionnels,
Additional Interest Accounts,Comptes d'intérêts additionnels,
Additional Interest Accrued,Intérêts additionnels comptabilisés,
Additional Interest Amount,Montant d'intérêts additionnels,
Additional Interest Income,Produits d'intérêts additionnels,
Additional Interest Income Account is mandatory,Le compte de produits d'intérêts additionnels est obligatoire,
Additional Interest Receivable,Intérêts additionnels à recevoir,
Additional Interest Receivable Account is mandatory,Le compte d'intérêts additionnels à recevoir est obligatoire,
Additional Interest Suspense,Intérêts additionnels en suspens,
Additional Interest Suspense Entry,Écriture d'intérêts additionnels en suspens,
Additional Interest Waiver,Renonciation aux intérêts additionnels,
Additional Interest Waiver Account is mandatory,Le compte de renonciation aux intérêts additionnels est obligatoire,
Additional Material Transfer,Transfert de matériel additionnel,
Additional Transferred Qty,Qté transférée additionnelle,
Additional information regarding the patient,Informations supplémentaires concernant le patient,
Additional {0} {1} of item {2} required as per BOM to complete this transaction,{0} {1} supplémentaires de l'article {2} requis selon la nomenclature pour finaliser cette transaction,
Address,Adresse,
Address Details,Détails de l'adresse,
Address Line 1,Adresse ligne 1,
Address Line 2,Adresse ligne 2,
Address Name,Nom de l'adresse,
Address Title,Titre de l'adresse,
Address Type,Type d'adresse,
Adds a custom client script to a DocType,Ajoute un script client personnalisé à un DocType,
Adds a custom field to a DocType,Ajoute un champ personnalisé à un DocType,
Adds the option to have employee loans,Ajoute l'option d'avoir des prêts aux salariés,
Adjust Allocation,Ajuster l'allocation,
Adjust Qty,Ajuster la qté,
Adjusted Amount,Montant ajusté,
Adjusted Interest,Intérêts ajustés,
Adjustment Account,Compte d'ajustement,
Adjustment Created Successfully,Ajustement créé avec succès,
Adjustment Details,Détails de l'ajustement,
Adjustment Receivable Account,Compte d'ajustement à recevoir,
Adjustment Type,Type d'ajustement,
Adjustments,Ajustements,
Administrator,Administrateur,
Administrator can't follow,L'administrateur ne peut pas suivre,
Admission Encounter,Rencontre d'admission,
Admission Instructions,Instructions d'admission,
Admission Nursing Checklist Template,Modèle de liste de contrôle infirmière d'admission,
Admission Order,Commande d'admission,
Admission Ordered For,Admission commandée pour,
Admission Schedule Date,Date prévue de l'admission,
Admission Scheduled,Admission planifiée,
Admission Service Unit Type,Type d'unité de service d'admission,
Admit,Admettre,
Admitted,Admis,
Admitted Datetime,Date et heure d'admission,
Adults' pulse rate is anywhere between 50 and 80 beats per minute.,Le pouls des adultes se situe entre 50 et 80 battements par minute,
Advance Paid,Avance payée,
Advance Paid (Company Currency),Avance payée (devise de la société),
Advance Payment Ledger Entry,Écriture d'avance dans le grand livre,
Advance Voucher No,N° de pièce d'avance,
Advance Voucher Type,Type de pièce d'avance,
Advance paid against {0} {1} cannot be greater than Grand Total {2},L'avance payée pour {0} {1} ne peut pas être supérieure au total général {2},
Advanced,Avancé,
Advanced Filtering,Filtrage avancé,
Advances,Avances,
Advice on Discharge,Conseils de sortie,
After,Après,
After Discard,Après annulation,
Against Account is mandatory,Le compte de contrepartie est obligatoire,
Against Customer Order {0},Contre la commande client {0},
Against Finished Good,Contre produit fini,
Against Inpatient Medication Order,Contre une commande de médicament hospitalier,
Against Inpatient Medication Order Entry,Contre une entrée de commande de médicament hospitalier,
Against Pick List,Contre liste de prélèvement,
Against Supplier Invoice {0},Contre la facture fournisseur {0},
Against Voucher No,Contre pièce n°,
Age From,Âge à partir de,
Age To,Âge jusqu'à,
Ageing,Vieillissement,
Ageing Report based on {0} up to {1},Rapport d'antériorité basé sur {0} jusqu'au {1},
Agent Busy Message,Message d'agent occupé,
Agent Unavailable Message,Message d'agent indisponible,
Agents,Agents,
Aggregation,Agrégation,
Aggregation Condition,Condition d'agrégation,
Alcohol Consumption (Past),Consommation d'alcool (Passé),
Alcohol Consumption (Present),Consommation d'alcool (Présent),
Alcohol past use,Consommation d'alcool passée,
Alcohol use,Consommation d'alcool,
Alert,Alerte,
Alert sent,Alerte envoyée,
Alerts,Alertes,
Alias must be a string,L'alias doit être une chaîne,
Alignment,Alignement,
All,Tous,
All Day,Toute la journée,
All Exchange Gain/Loss amount of {0} has been booked through {1},Tout le montant de gain/perte de change de {0} a été comptabilisé via {1},
All Results,Tous les résultats,
All Submissions,Toutes les soumissions,
All actions that are implied by the request have occurred.,Toutes les actions impliquées par la demande ont été effectuées.,
All allocations have been successfully reconciled,Toutes les allocations ont été réconciliées avec succès,
All entries on and after this date will be reposted,Toutes les écritures à partir de cette date seront retransmises,
All items have already been received,Tous les articles ont déjà été reçus,
All items in this document already have a linked Quality Inspection.,Tous les articles de ce document ont déjà une inspection qualité liée.,
All published FHIR Versions.,Toutes les versions FHIR publiées.,
All the drugs are available with sufficient qty to process this Inpatient Medication Entry.,Tous les médicaments sont disponibles en quantité suffisante pour traiter cette saisie de médicament pour patient hospitalisé.,
All the items have been already returned.,Tous les articles ont déjà été retournés.,
Allergies,Allergies,
"Allergies, Medical and Surgical History","Allergies, antécédents médicaux et chirurgicaux",
Allerigies,Allergies,
Allocate Payment Request,Allouer la demande de paiement,
Allocated Amount,Montant alloué,
Allocated Amount (Company Currency),Montant alloué (devise de la société),
Allocated Amount (via Journal Entry),Montant alloué (via Écriture Comptable),
Allocated Date,Date d'allocation,
Allocated Demands,Demandes allouées,
Allocated Entries,Écritures allouées,
Allocated Via,Alloué via,
Allocation,Allocation,
Allocation Date,Date d'allocation,
Allocation is greater than the maximum allowed {0} for leave type {1},L'allocation est supérieure au maximum autorisé {0} pour le type de congé {1},
Allocation to Adjust,Allocation à ajuster,
Allocations,Allocations,
Allow Appointments,Autoriser les rendez-vous,
Allow Blank,Autoriser le vide,
Allow Booking For,Autoriser la réservation pour,
Allow Delivery of Overproduced Qty,Autoriser la livraison de la qté surproduite,
Allow Discharge Despite Pending Healthcare Services,Autoriser la sortie malgré des services de santé en attente,
Allow Discharge Despite Unbilled Healthcare Services,Autoriser la sortie malgré des services de santé non facturés,
Allow Employee Checkin from Mobile App,Autoriser le pointage des employés depuis l'application mobile,
Allow Implicit Pegged Currency Conversion,Autoriser la conversion implicite des devises arrimées,
Allow Internal Transfers at Arm's Length Price,Autoriser les transferts internes au prix de pleine concurrence,
Allow Item to Be Added Multiple Times in a Transaction,Autoriser l'ajout multiple d'un article dans une transaction,
Allow Leave Application After (Working Days),Autoriser les demandes de congé après (jours ouvrables),
Allow Negative Stock for Batch,Autoriser le stock négatif pour le lot,
Allow Negative rates for Items,Autoriser les tarifs négatifs pour les articles,
Allow Or Restrict Dimension,Autoriser ou restreindre la dimension,
Allow Overlap,Autoriser le chevauchement,
Allow Partial Payment,Autoriser le paiement partiel,
Allow Partial Reservation,Autoriser la réservation partielle,
Allow Sending Usage Data for Improving Applications,Autoriser l'envoi de données d'utilisation pour améliorer les applications,
Allow Stock Consumption,Autoriser la consommation de stock,
Allow Subquery,Autoriser les sous-requêtes,
Allow Table Import,Autoriser l'import de table,
Allow UOM with Conversion Rate Defined in Item,Autoriser l'UDM avec un taux de conversion défini dans l'article,
Allow User to Edit Discount,Autoriser l'utilisateur à modifier la remise,
Allow User to Edit Rate,Autoriser l'utilisateur à modifier le tarif,
Allow Variant UOM to be different from Template UOM,Autoriser l'UDM de la variante à être différente de l'UDM du modèle,
Allow Video Conferencing,Autoriser la visioconférence,
Allow claim for full benefit amount,Autoriser la demande pour le montant total de l'avantage,
Allow comments,Autoriser les commentaires,
Allow delete,Autoriser la suppression,
Allow editing after submit,Autoriser la modification après soumission,
Allow existing Serial No to be Manufactured/Received again,Autoriser la refabrication/réception d'un numéro de série existant,
Allow incomplete forms,Autoriser les formulaires incomplets,
Allow multiple responses,Autoriser plusieurs réponses,
Allow print,Autoriser l'impression,
Allow recording my first session to improve user experience,Autoriser l'enregistrement de ma première session pour améliorer l'expérience,
Allow sending usage data for improving applications,Autoriser l'envoi de données d'utilisation pour améliorer les applications,
Allow to Edit Stock UOM Qty for Purchase Documents,Autoriser la modification de la qté UDM stock dans les documents d'achat,
Allow to Edit Stock UOM Qty for Sales Documents,Autoriser la modification de la qté UDM stock dans les documents de vente,
Allow to Make Quality Inspection after Purchase / Delivery,Autoriser la création d'inspection qualité après achat / livraison,
Allowance,Indemnité,
Allowed File Extensions,Extensions de fichier autorisées,
Allowed Modules,Modules autorisés,
Allowed Options,Options autorisées,
Allowed Origins,Origines autorisées,
Allowed Public Client Origins,Origines client public autorisées,
Allowed embedding domains,Domaines autorisés pour l'intégration,
Allowed primary roles are 'Customer' and 'Supplier'. Please select one of these roles only.,Les rôles principaux autorisés sont 'Client' et 'Fournisseur'. Veuillez sélectionner l'un de ces rôles uniquement.,
Allows printing or PDF download of documents.,Autorise l'impression ou le téléchargement PDF des documents.,
Allows sharing document access with other users.,Autorise le partage de l'accès au document avec d'autres utilisateurs.,
Allows skipping authorization if a user has active tokens.,Autorise l'omission de l'autorisation si un utilisateur a des jetons actifs.,
Allows the user to access reports related to the document.,Autorise l'utilisateur à accéder aux rapports liés au document.,
Allows the user to create new documents.,Autorise l'utilisateur à créer de nouveaux documents.,
Allows the user to delete documents.,Autorise l'utilisateur à supprimer des documents.,
Allows the user to edit existing records they have access to.,Autorise l'utilisateur à modifier les enregistrements existants auxquels il a accès.,
Allows the user to email from the document.,Autorise l'utilisateur à envoyer des e-mails depuis le document.,
Allows the user to export data from the Report view.,Autorise l'utilisateur à exporter des données depuis la vue Rapport.,
Allows the user to search and see records.,Autorise l'utilisateur à rechercher et voir les enregistrements.,
Allows the user to use Data Import tool to create / update records.,Autorise l'utilisateur à utiliser l'outil d'import de données pour créer / mettre à jour des enregistrements.,
Allows the user to view the document.,Autorise l'utilisateur à consulter le document.,
Allows to keep aside a specific quantity of inventory for a particular order.,Permet de mettre de côté une quantité spécifique d'inventaire pour une commande particulière.,
Already Exist,Existe déjà,
Always,Toujours,
Always BCC Address,Toujours en copie cachée,
Ambulance,Ambulance,
Amended,Amendé,
Amended From,Modifié depuis,
Amending,Modification en cours,
Amendment Not Allowed,Modification non autorisée,
Amortized Over Tenure,Amorti sur la durée,
Amount,Montant,
Amount (AED),Montant (AED),
Amount Difference with Purchase Invoice,Différence de montant avec la facture d'achat,
Amount Due,Montant dû,
Amount Paid,Montant payé,
Amount cannot be negative,Le montant ne peut pas être négatif,
Amount cannot be zero,Le montant ne peut pas être nul,
Amount for advance payment must be between one to two EMI amount,Le montant de l'avance doit être compris entre une et deux échéances,
Amount in party's bank account currency,Montant dans la devise du compte bancaire du tiers,
Amount in transaction currency,Montant dans la devise de la transaction,
Amount on which interest is calculated,Montant sur lequel les intérêts sont calculés,
Amount paid against this encashment,Montant payé pour cet encaissement,
Amount paid cannot be greater than available security deposit,Le montant payé ne peut pas être supérieur au dépôt de garantie disponible,
Amount paid cannot be greater than payable amount,Le montant payé ne peut pas être supérieur au montant à payer,
Amount paid cannot be less than payable amount for loan closure,Le montant payé ne peut pas être inférieur au montant dû pour la clôture du prêt,
Amount scheduled for deduction via salary,Montant prévu pour déduction via la paie,
Amount that has been paid against this advance,Montant payé sur cette avance,
Amount with GST,Montant avec TPS,
An Inpatient Medication Order {0} against Patient Encounter {1} already exists.,Une ordonnance de médicament pour patient hospitalisé {0} pour la rencontre patient {1} existe déjà.,
An active contract for this Insurance Payor already exists: {0},Un contrat actif pour ce payeur d'assurance existe déjà : {0},
An attendance record is linked to this checkin. Please cancel the attendance before modifying time.,Un enregistrement de présence est lié à ce pointage. Veuillez annuler la présence avant de modifier l'heure.,
An order created in fulfillment of a broader order that represents the authorization for a single activity occurrence. E.g. The administration of a single dose of a drug.,Une commande créée en exécution d'une commande plus large qui représente l'autorisation pour une seule occurrence d'activité. Ex. : L'administration d'une dose unique de médicament.,
Announcement Widget,Widget d'annonce,
Announcements,Annonces,
Annual,Annuel,
Annual Allocation Exceeded,Allocation annuelle dépassée,
Annually,Annuel,
Anonymous responses,Réponses anonymes,
Antibiotic,Antibiotique,
Antibiotic Name,Nom de l'antibiotique,
Any,N'importe lequel,
App,Application,
App Name (Client Name),Nom de l'application (nom du client),
Append,Ajouter,
Append To,Ajouter à,
Applicable Dimension,Dimension applicable,
Applicable For,Applicable à,
Applicable On Account,Applicable sur le compte,
Applicable Salary Components,Composantes de salaire applicables,
Applicable on Cumulative Expense,Applicable sur la dépense cumulée,
Applicant,Candidat,
Applicant Details,Détails du candidat,
Applicant Email,E-mail du candidat,
Applicant Mobile,Mobile du candidat,
Applicant Phone Number,Numéro de téléphone du candidat,
Applicant for a Job,Candidat à un emploi,
Applicants,Candidats,
Application,Application,
Application is not installed,L'application n'est pas installée,
Applied on each reading.,Appliqué à chaque lecture.,
Applies To (DocType),S'applique à (DocType),
Apply,Appliquer,
Apply Assignment Rule,Appliquer la règle d'attribution,
Apply Module Export Filter,Appliquer le filtre d'export de module,
Apply User Permissions,Appliquer les permissions utilisateur,
Apply document permissions,Appliquer les permissions de document,
Apply for Public Holiday,Demander pour jour férié,
Apply for Weekend,Demander pour le week-end,
Apply on Account,Appliquer sur le compte,
Apply on Brand,Appliquer sur la marque,
Apply on Customer,Appliquer sur le client,
Apply on Group,Appliquer sur le groupe,
Apply on Item,Appliquer sur l'article,
Apply on Supplier,Appliquer sur le fournisseur,
Apply to All Inventory Documents,Appliquer à tous les documents d'inventaire,
Appointment Based On Check In,Rendez-vous basé sur l'enregistrement,
Appointment Booked,Rendez-vous réservé,
Appointment Cancelled.,Rendez-vous annulé.,
Appointment Cancelled. Please review and cancel the invoice {0},Rendez-vous annulé. Veuillez examiner et annuler la facture {0},
Appointment Confirmation Message Not Sent,Message de confirmation de rendez-vous non envoyé,
Appointment Created Successfully,Rendez-vous créé avec succès,
Appointment Date and Time are required.,La date et l'heure du rendez-vous sont requises.,
Appointment Datetime,Date et heure du rendez-vous,
Appointment Duration (mins),Durée du rendez-vous (mins),
Appointment End Datetime,Date et heure de fin du rendez-vous,
Appointment For,Rendez-vous pour,
Appointment Notes,Notes du rendez-vous,
Appointment Reminder,Rappel de rendez-vous,
Appointment Scheduling Disabled,Planification de rendez-vous désactivée,
Appointment Status,Statut du rendez-vous,
Appointment Type,Type de rendez-vous,
Appointment Type Service Item,Article de service du type de rendez-vous,
Appointment Type Service Items,Articles de service du type de rendez-vous,
Appointment date and Healthcare Practitioner are Mandatory,La date de rendez-vous et le praticien de santé sont obligatoires,
Appointment end must be after start.,La fin du rendez-vous doit être postérieure au début.,
Appointment for service units with Inpatient Occupancy can only be created against the unit where patient is admitted.,Le rendez-vous pour des unités de service avec occupation hospitalière ne peut être créé que pour l'unité où le patient est admis.,
Appointment {0} and Sales Invoice {1} cancelled,Rendez-vous {0} et Facture de Vente {1} annulés,
Appointments,Rendez-vous,
Approval,Approbation,
Approve,Approuver,
Approved,Approuvé,
"Approved / Rejected / Paid Amount connot be more than Claim Amount, please update row #{}","Le montant approuvé / rejeté / payé ne peut pas être supérieur au montant de la demande, veuillez mettre à jour la ligne #{}",
Approved Amount,Montant approuvé,
Approved Date,Date d'approbation,
Approver,Approbateur,
Approvers,Approbateurs,
Apps,Applications,
Archive,Archiver,
Archived,Archivé,
Are you sure you want to authorise Observation <b></b>,Êtes-vous sûr de vouloir autoriser l'observation <b></b>,
Are you sure you want to cancel the invitation?,Êtes-vous sûr de vouloir annuler l'invitation ?,
Are you sure you want to cancel this appointment?,Êtes-vous sûr de vouloir annuler ce rendez-vous ?,
Are you sure you want to cancel?,Voulez-vous vraiment annuler ?,
Are you sure you want to clear all demo data?,Êtes-vous sûr de vouloir effacer toutes les données de démo ?,
Are you sure you want to clear the assignments?,Êtes-vous sûr de vouloir effacer les affectations ?,
